created_at,screen_name,text
2019-03-25 07:13:18,TomHall,LOLOL...my fav Christmas flick
2019-03-25 07:13:47,TomHall,"stuck? Stuck?? STUUCKK!?!?!!!! Oh, Ralphie, don’t leave me... please, PLEASE!!"
2019-03-25 07:14:09,TomHall,smart lol
2019-03-25 07:15:00,TomHall,"just imagine no one home , what will happen ."
2019-03-25 07:15:23,TomHall,As before on a number of occasions I think of Darwin.
2019-03-25 07:15:55,TomHall,He is literally speaking in tongues
2019-03-25 07:16:03,TomHall,Stupid .. He is dude......
2019-03-25 07:16:18,TomHall,Ups!!!
2019-03-25 07:17:00,TomHall,Tom is he retarded?
2019-03-25 07:17:27,TomHall,Lmao! Serves him right.
2019-03-25 07:18:13,TomHall,Yeah Girl... Apparently he’s from Missouri.... Girl!!! #GotToBeShowed #YeahGirl #SistaSpeaks #BeardieLife #ShowMe
2019-03-25 07:18:18,TomHall,Best laugh I had today....thanks
2019-03-25 07:19:02,TomHall,You would think!!!
2019-03-25 05:20:17,TomHall,Sold out show at this beautiful theatre tonight 
2019-03-25 06:12:30,TomHall,Avoid! Iceberg is coming!
2019-03-25 06:12:58,TomHall,What a picture!!
2019-03-25 06:13:16,TomHall,That is something you call in late to work for because you totally have to see an iceberg pass your
2019-03-25 06:14:22,TomHall,Red Right Returning
2019-03-25 06:14:57,TomHall,is that normal? i don't think so. but i guess this is going to be the norm.
2019-03-25 06:15:33,TomHall,Where do you get this stuff...? Or is it all happening right outside yer window...? 
2019-03-25 06:16:06,TomHall,Oh God it’s humongous!
2019-03-25 06:16:43,TomHall,Wow
2019-03-25 06:17:01,TomHall,What? That’s the craziest thing I’ve seen all day. Thanks for sharing Tom.
2019-03-25 06:17:33,TomHall,Was that the 2 PM express to Denmark? I knew I should have left sooner
2019-03-25 05:27:00,TomHall,Was that the 2 PM express to Denmark? I knew I should have left sooner
2019-03-25 05:27:57,TomHall,Iceland #Sunday
2019-03-25 05:30:10,TomHall,The greatest!!
2019-03-25 04:19:22,TomHall,Is he wearing a raccoonskin cap?
2019-03-25 05:31:57,TomHall,Listening to China Girl - David Bowie
2019-03-25 05:32:33,TomHall,Listening to Golden Years - David Bowie. Ol' Smokey gave his stretchy arm of approval.
2019-03-25 05:33:10,TomHall,Cool 
2019-03-25 05:33:40,TomHall,Incredible IceMountain Good video Greatest escene
2019-03-25 05:34:17,TomHall,"I usually prefer my ice cubes crushed. But, I could go for a rock once in a while...."
2019-03-25 04:51:02,TomHall,Wow!!!
2019-03-25 04:51:56,TomHall,Wow!
2019-03-25 04:52:08,TomHall,"WOW!! If I had not had a drink before seeing this, I’m SURE I would be heading straight for one at this point!!"
2019-03-25 04:52:43,TomHall,that was awesome
2019-03-25 05:53:07,TomHall,Holy mother of Icebergs!!
2019-03-25 05:53:41,TomHall,Beep beep
2019-03-25 05:54:02,TomHall,One of the planets natural wonders
2019-03-25 03:23:22,TomHall,Wow!
2019-03-25 03:23:55,TomHall,wow! so cool
2019-03-25 03:24:11,TomHall,I Would Be In Awe Watching That!
2019-03-25 03:24:34,TomHall,Is it using the carpool lane....it doesn't matter when ur as big as an island u go where u want
2019-03-25 03:25:04,TomHall,Cool how the bottom of the iceberg appears to catch on something
2019-03-25 03:26:02,TomHall,Every time I see one of those icebergs I think to myself how much fresh water could be harvested from one of those. Yet we just let them melt in the ocean.
2019-03-25 03:26:45,TomHall,wow! nice ice... :)
2019-03-25 03:27:26,TomHall,Amazing to watch...
2019-03-25 03:28:00,TomHall,I wouldn’t want a home on the seafront in Greenland
2019-03-25 03:28:39,TomHall,That’s pretty amazing!
2019-03-25 03:29:13,TomHall,Wow ! Run for the hills !
2019-03-25 03:29:51,TomHall,Wow
2019-03-25 03:30:22,TomHall,Although magnificent It's not a great sign.
2019-03-25 03:31:01,TomHall,I like the natural .always beautiful .
2019-03-25 03:34:02,TomHall,Out of all those birds & not one tried the orange
2019-03-25 03:34:15,TomHall,4 new babies !They left their nest this Sunday.
2019-03-25 03:34:40,TomHall,Beautiful !
2019-03-25 03:35:10,TomHall,The orange bird isn't moving.
2019-03-25 03:37:11,TomHall,I grew up with a Zebra finch. He lived to be 15 years old.
2019-03-25 03:37:58,TomHall,Beautiful! I love birds!!
2019-03-25 20:57:56,mollie_Apso1,"b""RT @ArchieLakeland: There's no better way to spend the day but chasing my @ChuckitUK borlee! \xf0\x9f\xa4\xa3\n#dogsoftwitter #dogslife @BestDogPhotos @dog\xe2\x80\xa6"""
2019-03-25 20:56:37,mollie_Apso1,b'RT @SatelliteTracy: @GuruGryff @Alice_The_Welsh @Joulesclothing @Countrylifemag @DGandyOfficial https://t.co/BIHrjDfEB4'
2019-03-25 20:48:39,mollie_Apso1,b'@bertie_lakeland \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4'
2019-03-25 20:40:26,mollie_Apso1,b'@bertie_lakeland Hallooooooo Cuthbert \xf0\x9f\x98\x98\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b'
2019-03-25 20:39:56,mollie_Apso1,b'@montysdognellie @VivianLambert59 Errrrr \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94 once or twice! \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2019-03-25 20:39:27,mollie_Apso1,b'@CakeTowers @bertie_lakeland @SatelliteTracy @Alice_The_Welsh @GuruGryff @Joulesclothing @Countrylifemag @DGandyOfficial \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2019-03-25 20:35:16,mollie_Apso1,b'RT @Helen09Porter: De most annoying toy ever and it my favourwit \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3 #Westie #ZSHQ #dogsoftwitter https://t.co/9kE0WX6YbW'
2019-03-25 20:34:41,mollie_Apso1,b'@ArchieLakeland @RitaFinlay1 He looks remarkably healthy Archie \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
2019-03-25 20:32:47,mollie_Apso1,b'@GuruGryff @RitaFinlay1 Very Peaky Blinders! \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
2019-03-25 20:17:20,mollie_Apso1,"b'RT @GuruGryff: Frogs legs, anyone? https://t.co/KSeP0Fw8HY'"
2019-03-25 19:43:36,mollie_Apso1,"b""@SatelliteTracy @Alice_The_Welsh @GuruGryff @Joulesclothing @Countrylifemag @DGandyOfficial Ralf's does look rather stylish \xf0\x9f\x98\x8a"""
2019-03-25 19:34:39,mollie_Apso1,b'@SatelliteTracy Hiya Norm \xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b'
2019-03-25 19:34:28,mollie_Apso1,b'RT @SatelliteTracy: Norm \xe2\x9d\xa4\xef\xb8\x8f https://t.co/nHlh7qdoTQ'
2019-03-25 19:33:19,mollie_Apso1,"b""@mycharlibrown Awww Delilah, Charli's best girl \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97"""
2019-03-25 19:22:51,mollie_Apso1,b'@goldenprincessG @bertie_lakeland @The_Monty_Dog @DavidWilding271 @VivianLambert59 @Woozle_Taffy @ArchieLakeland\xe2\x80\xa6 https://t.co/pVodLvn3VU'
2019-03-25 19:19:29,mollie_Apso1,b'@goldenprincessG @bertie_lakeland @The_Monty_Dog @DavidWilding271 @VivianLambert59 @Woozle_Taffy @ArchieLakeland\xe2\x80\xa6 https://t.co/W4A0AeST1T'
2019-03-25 19:16:28,mollie_Apso1,b'RT @GuruGryff: @Alice_The_Welsh @Joulesclothing Ooh yes. He has made a previous appearance in @Countrylifemag as well. https://t.co/znzdUyP\xe2\x80\xa6'
2019-03-25 19:15:30,mollie_Apso1,b'RT @VivianLambert59: Here comes Walter on Carne beach this afternoon!  He was practising for #TongueOutTuesday https://t.co/56VicnbOcm'
2019-03-25 19:15:06,mollie_Apso1,b'@oscarfoxterrier Of what? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'
2019-03-25 19:14:34,mollie_Apso1,"b""RT @montysdognellie: Monty has been reading all about the use of bamboo for scaffolding. I don't know why but I do know it's #UniversityCha\xe2\x80\xa6"""
2019-03-25 19:14:10,mollie_Apso1,b'RT @VivianLambert59: Very busy on the beach today!!! https://t.co/OJ7DmGyoK6'
2019-03-25 19:13:37,mollie_Apso1,b'@DavidWilding271 Thankyou David \xf0\x9f\xa4\x97'
2019-03-25 19:00:48,mollie_Apso1,"b'@RitaFinlay1 No, never \xf0\x9f\x98\x94\xf0\x9f\x98\x94\xf0\x9f\x98\x94'"
2019-03-25 18:59:46,mollie_Apso1,b'@lakey_lola @bertie_lakeland Thanks Lola \xf0\x9f\xa4\x97\xe2\x9d\xa4\xf0\x9f\xa4\x97'
2019-03-25 18:57:37,mollie_Apso1,b'@macsen_y_ci \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2019-03-25 18:54:37,mollie_Apso1,b'@Ruedeladanse @bertie_lakeland Thanks Isadora \xf0\x9f\xa4\x97'
2019-03-25 18:53:59,mollie_Apso1,"b""@CakeTowers @arkyairedale Oh yuss, she couldn't be without flowers \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a"""
2019-03-25 18:49:28,mollie_Apso1,b'Now just who did this make me think of?! \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86 https://t.co/GEahTsvL0l'
2019-03-25 18:44:53,mollie_Apso1,"b'@ArchieLakeland @arkyairedale Yes, they are Archie \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'"
2019-03-25 18:43:37,mollie_Apso1,b'@DavidWilding271 What a bunch of numpties! \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'
2019-03-25 18:43:01,mollie_Apso1,b'@DavidWilding271 @arkyairedale Thanks David \xf0\x9f\x98\x8a'
2019-03-25 18:42:38,mollie_Apso1,"b'@gillgallagher2 @arkyairedale Thankyou, i doubt it looks like that now \xf0\x9f\x98\x94'"
2019-03-25 18:33:08,mollie_Apso1,b'@jennystape \xf0\x9f\x91\x8d\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
2019-03-25 18:31:23,mollie_Apso1,b'@arkyairedale Thankyou \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 18:30:41,mollie_Apso1,b'RT @jennystape: Happy Birthday to me Dad....Luffs yer!!!! https://t.co/Lx3Ryc2whs'
2019-03-25 18:30:31,mollie_Apso1,b'@jennystape Awww Happy Birthday Ruperts Dad \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
2019-03-25 18:29:48,mollie_Apso1,b'@arkyairedale Just a bit bigger than a little Apso sitting on the arm of the chair! \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84 https://t.co/Y6kytxtckm'
2019-03-25 18:23:49,mollie_Apso1,b'@arkyairedale \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2019-03-25 18:23:42,mollie_Apso1,b'RT @arkyairedale: Faced with this sight it made me try to think of the last time I was able to have a meal all to myself . Or to eat anythi\xe2\x80\xa6'
2019-03-25 18:21:23,mollie_Apso1,"b'@lakey_lola @ArchieLakeland @DogsAreLove2 @BestDogPhotos @dogandpuplovers Hehe! Typical terrier, one word from Mum and do the opposite! \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'"
2019-03-25 18:20:42,mollie_Apso1,b'RT @lakey_lola: And resume #LakelandTerrier #WallWalking this time with a stop to check on my peemails \xf0\x9f\xa4\xa3oh and sorry about mum\xe2\x80\x99s rubbish vi\xe2\x80\xa6'
2019-03-25 18:17:17,mollie_Apso1,b'@PebbleTerrier @FrecklesChimes @ArchieLakeland @bertie_lakeland @The_Monty_Dog @Alice_The_Welsh \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86'
2019-03-25 18:17:11,mollie_Apso1,"b'RT @PebbleTerrier: @FrecklesChimes We needs to start buildin de terrier team.....you can do jumpin, me wrestlin, @ArchieLakeland football,\xe2\x80\xa6'"
2019-03-25 18:16:43,mollie_Apso1,b'RT @DawnFionaJohns1: @PebbleTerrier @FrecklesChimes @ArchieLakeland @bertie_lakeland @The_Monty_Dog @Alice_The_Welsh @mollie_Apso1 Jed is g\xe2\x80\xa6'
2019-03-25 18:15:57,mollie_Apso1,b'@DawnFionaJohns1 @PebbleTerrier @FrecklesChimes @ArchieLakeland @bertie_lakeland @The_Monty_Dog @Alice_The_Welsh Th\xe2\x80\xa6 https://t.co/BLTFWLJYQK'
2019-03-25 17:54:46,mollie_Apso1,b'RT @jennystape: On me bench.. https://t.co/OqfY7n5QYT'
2019-03-25 17:54:33,mollie_Apso1,b'RT @ChukkaBennett: Woooow! Look at all the people coming in to my office! https://t.co/2sWKX90KX6'
2019-03-25 17:53:52,mollie_Apso1,b'@MrStinkEsq \xf0\x9f\x98\x94\xf0\x9f\x98\x94\xf0\x9f\x98\x94 https://t.co/e7Mbya2wq4'
2019-03-25 17:52:24,mollie_Apso1,b'@PebbleTerrier Pawjus Miss Pebble \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 17:51:56,mollie_Apso1,b'RT @EamonTheWheaten: List of specific items being recalled by Hill\xe2\x80\x99s! https://t.co/dCRQeneqiN'
2019-03-25 17:51:45,mollie_Apso1,b'@PFezzwig @DavidWilding271 \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2019-03-25 17:50:01,mollie_Apso1,b'@LCFCFoxes_com Emile Heskey \xf0\x9f\x98\x8a'
2019-03-25 17:48:15,mollie_Apso1,"b'@Marcuspdm Brilliant Fred, where is it\xf0\x9f\xa4\x94'"
2019-03-25 17:47:48,mollie_Apso1,b'RT @Marcuspdm: Now this is what I call a dog friendly cafe \xf0\x9f\x91\x8d https://t.co/USd1BnyHbM'
2019-03-25 17:47:22,mollie_Apso1,"b'RT @CoolGusPub: Dogfucious say:\nWhen day at wooffice is ruff, \nhorizontal life pause one must take.\n#MondayMorning https://t.co/opZJMvITxz'"
2019-03-25 17:45:38,mollie_Apso1,b'@PFezzwig Have you seen Mr Rudy @daigneault1212 new cart? Maybe you should get Ma one of those to take you in \xf0\x9f\x98\x84\xf0\x9f\x98\x84\xf0\x9f\x98\x84'
2019-03-25 15:41:00,mollie_Apso1,b'RT @EamonTheWheaten: This also happened to a friend of mine and he almost died! Please discard your edibles safely and away from pets and k\xe2\x80\xa6'
2019-03-25 15:38:40,mollie_Apso1,b'@SandraStubbs14 He is to us \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 15:37:34,mollie_Apso1,b'@RoxiSchnauzzie \xf0\x9f\x91\x8d\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
2019-03-25 15:37:06,mollie_Apso1,b'RT @daigneault1212: 2 nd run more tweeks but it\xe2\x80\x99s handling better and now I can turn. https://t.co/pzMUQ2oQhy'
2019-03-25 15:36:41,mollie_Apso1,b'@NormanTheCairn @jennystape @basset_bella \xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3'
2019-03-25 15:36:32,mollie_Apso1,"b""RT @NormanTheCairn: Bestie look what yer done now \xf0\x9f\x99\x84 I told you to drink the noggy egg discretely, yer just had to flaunt it didn't yer.....\xe2\x80\xa6"""
2019-03-25 15:36:05,mollie_Apso1,"b""RT @EamonTheWheaten: Hill's expands recall of canned dog food for toxic levels of vitamin D #dogs #recall #pets  https://t.co/vM8uEZWUZr"""
2019-03-25 15:35:28,mollie_Apso1,b'RT @EMTrains: Beginning to plan your Easter expeditions? We have major engineering work being carried out across our routes this April. We\xe2\x80\xa6'
2019-03-25 15:11:29,mollie_Apso1,b'@mycharlibrown Best place to be on a day like today \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 15:10:30,mollie_Apso1,b'@PFezzwig Snuggler! \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 15:10:12,mollie_Apso1,"b""RT @PFezzwig: Hello effryone.. was going out to help ma today but I've plumped for a mid-morning cuddle before we go\xf0\x9f\xa4\x97 Hope you all have the\xe2\x80\xa6"""
2019-03-25 15:04:29,mollie_Apso1,b'RT @MajorLeagueMali: Just landed in LA \xe2\x9c\x88\xef\xb8\x8f It\xe2\x80\x99s good to be home \xf0\x9f\x8f\xa1 Dodgers opening day in t-minus three days!! \xe2\x9a\xbe\xef\xb8\x8f\xf0\x9f\x90\xbe\n\n#losangeles #dodgers #dod\xe2\x80\xa6'
2019-03-25 15:03:42,mollie_Apso1,"b'@KeithMaxwell21 @sajidjavid @theresa_may It does, but with too many constraints.'"
2019-03-25 15:03:03,mollie_Apso1,"b""@bertie_lakeland Coooooor you're looking most hondsome yourself! \xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4"""
2019-03-25 14:49:58,mollie_Apso1,"b""RT @Whoopi17912185: Mama left a plate of bacon on the ottoman and I didn't touch it, I got lots of praise for that @CDNGuideDogs https://t.\xe2\x80\xa6"""
2019-03-25 14:45:01,mollie_Apso1,b'@VivianLambert59 Hi Viv and Walter \xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\x91\x8b\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 14:44:34,mollie_Apso1,b'@Radar2005 Best way to do it Radar \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 14:43:43,mollie_Apso1,b'RT @AllotmentCat: @LottoGoodCauses @GabbyLogan @unibirmingham @birmingham_live Good to see that @GabbyLogan is encouraging locals to get in\xe2\x80\xa6'
2019-03-25 14:32:57,mollie_Apso1,"b'@bertie_lakeland Good afternoon Bertie, have a supaw day \xf0\x9f\x98\x98\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4\xe2\x9d\xa4 https://t.co/IQg6pKfIQO'"
2019-03-25 14:28:26,mollie_Apso1,b'RT @ArchieLakeland: What a great way to start the day... on my beach \xf0\x9f\x98\x81 Have a fab week pals \xe2\x9d\xa4\n#dogsoftwitter #dogslife @BestDogPhotos @doga\xe2\x80\xa6'
2019-03-25 14:28:07,mollie_Apso1,b'@dandy_wire On me way Mr Dandy! \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
2019-03-25 14:26:12,mollie_Apso1,"b""@PebbleTerrier You'll look splendid when it's done, although i'll miss your punky topknot \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97"""
2019-03-25 14:06:45,mollie_Apso1,"b'@Velmajinkies Thankyou, he is to us \xf0\x9f\xa4\x97'"
2019-03-25 14:06:24,mollie_Apso1,"b'@jacquistephens5 Yes, as did so many \xf0\x9f\x98\x94\xf0\x9f\x98\x94\xf0\x9f\x98\x94'"
2019-03-25 14:05:36,mollie_Apso1,"b'@Alfie11Cr No, never! \xf0\x9f\xa4\x97'"
2019-03-25 14:05:20,mollie_Apso1,b'@CakeTowers Thanks Kate \xf0\x9f\xa4\x97'
2019-03-25 14:05:05,mollie_Apso1,b'@KayGreg49730854 Thanks Kay \xf0\x9f\xa4\x97'
2019-03-25 14:04:35,mollie_Apso1,b'@luna_rescue_dog Thanks Luna \xf0\x9f\xa4\x97'
2019-03-25 06:04:36,mollie_Apso1,"b""@DublinIrishPup Paws x'd all's ok \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97"""
2019-03-25 06:01:40,mollie_Apso1,b'@DublinIrishPup \xf0\x9f\x98\xb3\xf0\x9f\x98\xb3\xf0\x9f\x98\xb3 stay safe Dublin \xf0\x9f\xa4\x97\xf0\x9f\xa4\x97\xf0\x9f\xa4\x97'
2019-03-25 05:10:00,mollie_Apso1,"b""101 years ago today PA's Great Uncle 202812 Pvt Rowland Jordan 2nd/4th Btn Royal Leicestershire Regt. made the ulti\xe2\x80\xa6 https://t.co/rBn3aOd9eG"""
2019-03-25 02:35:15,mollie_Apso1,b'@WheatenMaggie \xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x98\x86\xf0\x9f\x91\x8d'
2019-03-25 02:14:42,mollie_Apso1,b'@WheatenMaggie Great nosh! #wecallitswede \xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80'
2019-03-25 02:13:19,mollie_Apso1,b'RT @WheatenMaggie: Special supper with roasty chicken and carrot and #turnip! #wecallitturnip #chicken #dogsoftwitter #dogs #scwt #wheatent\xe2\x80\xa6'
2019-03-25 01:57:00,mollie_Apso1,b'RT @jcosrangerjason: Current conditions on #JeffcoTrails in Evergreen #Colorado Visibility less than a quarter-mile with rapidly deteriorat\xe2\x80\xa6'
2019-03-25 00:32:18,mollie_Apso1,b'@Maggarooo \xf0\x9f\x91\x8d\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81'
2019-03-25 00:29:21,mollie_Apso1,b'@Maggarooo Did you win? \xf0\x9f\xa4\x94\xf0\x9f\xa4\x94\xf0\x9f\xa4\x94'
2019-03-25 00:16:03,mollie_Apso1,b'@WheatenMaggie PA used to love it when she cooked it \xf0\x9f\x98\x8a\xf0\x9f\x98\x8a\xf0\x9f\x98\x8a'
2019-03-25 20:57:57,mollie_Apso1,b'@WheatenMaggie It looks like what great granma used to call an Irish boil \xf0\x9f\x91\x85\xf0\x9f\x91\x85\xf0\x9f\x91\x85'
2019-03-25 12:20:32,mollie_Apso1,Sweet dreamy eyes Monty...
2019-03-25 12:21:22,mollie_Apso1,"Fanks pal, Mum noticed it I didn’t as was napping she’s going to bed and hope no more it was odd. It’s the second time since I’ve been born yikes"
2019-03-25 09:21:56,mollie_Apso1,"If you ever need a hand, I'm always up for a squizzer attack!"
2019-03-25 10:11:14,mollie_Apso1,For sure!
2019-03-25 09:22:23,mollie_Apso1,that's exactly what we need pal you'll be good at it and we will protect you for sure 
2019-03-25 10:12:05,mollie_Apso1,I’m hoping one day I’ll be able to pull my Doberman friend in a larger cart she’s getting old and has the wobbles
2019-03-25 08:05:35,mollie_Apso1,Super fun day bike riding around Scottsdale with some friends I did get one flat tire but I was pup and running in no time! #sundayfunday #bikeride #bikelife #exercise
2019-03-25 08:06:11,mollie_Apso1,It was Yummy! #iwouldcallitswede but not #rutabaga
2019-03-25 07:04:10,mollie_Apso1,I won't tell anyone!
2019-03-25 07:05:11,mollie_Apso1,"I hate to admit it,...but I likes my crunchies too. "
2019-03-25 07:05:59,mollie_Apso1,"Bol! I do that too sometimes! I loves all food, even me crunchies!"
2019-03-25 06:11:10,mollie_Apso1,"Some good! I always pick the people food out of my bowl and leave my dog food to go get food from my mom’s plate,...and when hers is gone, I eat the rest of my dog food. I’m a sneaky little bugger."
2019-03-25 06:11:48,mollie_Apso1,Special supper with roasty chicken and carrot and #turnip! #wecallitturnip #chicken #dogsoftwitter #dogs #scwt #wheatenterrier
2019-03-25 06:12:22,mollie_Apso1,Learning from the professionals
2019-03-25 06:13:01,mollie_Apso1,"A full day today. Two morning walks, visiting all my friends at church, a NASCAR race and then a long walk after dinner. Now I’m napping before a quick bathroom break and bed. #goodnight #toomanyzoomies"
2019-03-25 06:13:54,mollie_Apso1,The contest keeps going until Fri. But I’ve taken the lead thanks to all who have been voting!
2019-03-25 06:14:32,mollie_Apso1,Its pretty tasty!
2019-03-25 06:15:00,mollie_Apso1,Mellow night around here. Just chewin’ my bone and listening to some tunes with . It’s a #RuffLife. I think I’ll just “Ramble On”.
2019-03-25 06:15:38,mollie_Apso1,I hope I will! Contest goes on until Friday
2019-03-25 06:16:02,mollie_Apso1,Did you win!??? I votes! Congrats if u did!
2019-03-25 06:16:37,mollie_Apso1,Oh no! Ask your human to do it. Save your paws!
2019-03-25 06:17:03,mollie_Apso1,I be gettin' paw cramps voting every day. Totally worth it!
2019-03-25 06:17:22,mollie_Apso1,Voting lots Maggie! We love you so much! 
2019-03-25 06:17:57,mollie_Apso1,You all really know how to make a girl feel special. Thank you. I am overwhelmed feeling loved.
2019-03-25 06:18:09,mollie_Apso1,We took Chip to one of my walking spots. He follows (chases) me everywhere. I have to jump up on the sofa to get away from him at home. 
2019-03-25 06:18:49,mollie_Apso1,Yes. I would say it's the same thing!
2019-03-25 19:35:09,IanCallaway352,b'RT @EastLondonGroup: Good evening @IanCallaway352 &amp thank you (belatedly on my part!). How interesting that the lighthouse played such a pa\xe2\x80\xa6'
2019-03-25 14:37:41,IanCallaway352,"b""RT @squarecorners: It is definitely time I read At Swim-Two-Birds by Flann O'Brien. \n\n'One beginning and one ending for a book was a thing\xe2\x80\xa6"""
2019-03-25 14:29:48,IanCallaway352,"b'RT @DurhamWASP: ""There is a forgotten, nay almost forbidden word, which means more to me than any other. That word is England."" Winston Chu\xe2\x80\xa6'"
2019-03-25 14:29:24,IanCallaway352,b'RT @DurhamWASP: Decline and Fall by Evelyn Waugh #Jazz https://t.co/vqJp12RxvH'
2019-03-25 14:28:55,IanCallaway352,"b'RT @DurhamWASP: ""It [modernisation] is just another jungle closing in.""\n\nEvelyn Waugh,\xc2\xa0Brideshead Revisited https://t.co/BmnqIO3NEg'"
2019-03-25 14:24:12,IanCallaway352,"b'RT @NewYorker: A quarter century after John Williams\'s death, his novel ""Stoner"" was acclaimed a \xe2\x80\x9cperfect novel.\xe2\x80\x9d Does it belong to a large\xe2\x80\xa6'"
2019-03-25 14:22:18,IanCallaway352,"b'RT @UpperLakePhoto: Monday 25th March 2019, 7:26am https://t.co/klR0JtJCQu'"
2019-03-25 08:40:27,IanCallaway352,b'I lived near to this magnificent lighthouse for a while. My night skies were illuminated by its beams. https://t.co/mSp5PO7AgO'
2019-03-25 07:08:37,IanCallaway352,b'#MondayMorning. Savour that first #coffee. #Cafe #espresso #Monday #MondayMotivation. https://t.co/iVbslUJdK7'
2019-03-25 07:07:33,IanCallaway352,b'#MondayMorning. But first #coffee. And a good book. #Books #reading #cafe #espresso #Monday #MondayMotivation. https://t.co/5ALdMdJY7q'
2019-03-25 06:22:04,IanCallaway352,b'RT @SeaSkyCraster: 25th March 2019  6.13am https://t.co/uPfAufsxS0'
2019-03-25 14:22:05,IanCallaway352,Makes me want to cycle out and see it! Beautiful day here.
